"Agency","Award Date","Vendor","Contract","Contract-ID","Subject","Current Contract Value","Status","Completion Date","Procurement Method","Category","NGIP Codes and Categories","Vendor ID"
"Department of Public Safety","2023-12-01","LUBBOCK MOTORS F INC","0000000000000000000003581","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003581' target='_blank'>0000000000000000000003581</a>","Lubbock Blanket Ford OEM","$150,000","Active","08/31/2028","Competitive","Goods","60 -71 Goods","""17528045143004"""
"Department of Public Safety","2023-12-04","A&H SECURITY ENTERPRISES LLC","0000000000000000000003585","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003585' target='_blank'>0000000000000000000003585</a>","Dedrone","$142,000","Completed","08/31/2024","Non-Comp, Direct Award","Information","208-57 Information Technology","""18142292467000"""
"Department of Public Safety","2023-12-05","AGILENT TECHNOLOGIES INC","0000000000000000000003588","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003588' target='_blank'>0000000000000000000003588</a>","GCMS","$597,669","Completed","08/31/2024","Non-Comp, Direct Award","Goods","490-14 Goods, 490-52 Goods, 490-72 Goods, 490-40 Goods, 490-78 Goods, 490-24 Goods, 490-53 Goods, 490-76 Goods, 490-82 Goods, 490-19 Goods, 490-83 Goods, 490-21 Goods, 490-7  Goods, 490-74 Goods, 490-29 Goods, 490-93 Goods, 490-80 Goods, 490-81 Goods, 490-9  Goods, 490-44 Goods, 490-73 Goods, 490-96 Goods, 490-88 Goods, 490-94 Goods, 490-15 Goods, 490-47 Goods, 490-79 Goods, 490-16 Goods, 490-39 Goods, 490-71 Goods, 490-68 Goods, 490-77 Goods, 490-36 Goods, 490-56 Goods, 490-65 Goods, 490-97 Goods, 490-51 Goods, 490-57 Goods, 490-30 Goods, 490-95 Goods, 490-55 Goods, 490-58 Goods, 490-90 Goods, 490-17 Goods, 490-43 Goods, 490-75 Goods, 490-8  Goods, 490-34 Goods, 490-63 Goods, 490-69 Goods, 490-92 Goods, 490-6  Goods, 490-0  Goods, 490-32 Goods, 490-84 Goods","""17705187726011"""
"Department of Public Safety","2023-12-05","INTOXIMETERS INC","0000000000000000000003589","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003589' target='_blank'>0000000000000000000003589</a>","INTOXOMETERS","$57,456","Completed","08/31/2024","Competitive","Goods","680-24 Goods","""14309065333003"""
"Department of Public Safety","2023-12-08","G T DISTRIBUTORS INC","0000000000000000000003594","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003594' target='_blank'>0000000000000000000003594</a>","A24AimpointCompM4s&Streamlight","$106,807","Completed","08/31/2024","Non-Comp, Direct Award","Goods","680-52 Goods","""17423395288000"""
"Department of Public Safety","2023-12-11","TEXAS FACILITIES COMMISSION","0000000000000000000003590","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003590' target='_blank'>0000000000000000000003590</a>","WILCO TRAIN DESIGN CONSTRUCTIO","$388,058,962","Active","08/31/2028","Non-Comp, Interagency","Goods","909-30 Construction","""33033033037000"""
"Department of Public Safety","2023-12-12","JM ENGINEERING AND RESEARCH GROUP","0000000000000000000003599","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003599' target='_blank'>0000000000000000000003599</a>","20230403000 HVAC Replacement","$116,751","Active","08/31/2028","Competitive","Consulting","910-4  Non-Construction Maintenance, 910-14 Construction, 910-40 Construction, 910-69 Construction, 910-18 Construction, 910-70 Non-Construction Maintenance, 910-79 Construction, 910-16 Consulting Services, 910-74 Construction, 910-37 Construction, 910-72 Construction, 910-75 Construction, 910-63 Construction, 910-86 Construction, 910-73 Construction, 910-76 Construction, 910-6  Construction, 910-38 Construction, 910-61 Construction, 910-67 Security/Safety Services, 910-13 Construction, 910-45 Construction, 910-77 Construction, 910-80 Construction, 910-17 Construction, 910-49 Construction, 910-55 Construction, 910-3  Non-Construction Maintenance, 910-9  Construction, 910-12 Non-Construction Maintenance, 910-15 Construction, 910-47 Non-Construction Maintenance, 910-23 Construction, 910-78 Construction, 910-81 Non-Construction Maintenance, 910-84 Construction, 910-36 Construction, 910-62 Security/Safety Services, 910-65 Construction, 910-68 Construction, 910-2  Non-Construction Maintenance, 910-5  Construction, 910-60 Construction, 910-8  Construction, 910-11 Non-Construction Maintenance, 910-46 Non-Construction Maintenance, 910-66 Construction, 910-20 Construction, 910-26 Construction, 910-52 Construction, 910-1  Construction, 910-24 Construction, 910-27 Non-Construction Maintenance, 910-82 Construction, 910-25 Construction, 910-59 Non-Construction Maintenance, 910-10 Construction, 910-39 Non-Construction Maintenance, 910-42 Construction, 910-71 Construction, 910-0  Construction, 910-64 Construction, 910-7  Construction, 910-30 Construction, 910-53 Construction, 910-56 Construction, 910-85 Construction, 910-22 Construction, 910-48 Construction, 910-51 Construction, 910-54 Construction, 910-83 Non-Construction Maintenance","""12049363620*00"""
"Department of Public Safety","2023-12-13","FRANKLIN YOUNG INTERNATIONAL INC","00000000000000000000003608","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=00000000000000000000003608' target='_blank'>00000000000000000000003608</a>","EZ2 Connect-Lubbock","$68,553","Completed","08/31/2024","Competitive","Goods","495-56 Goods","""12637535951000"""
"Department of Public Safety","2023-12-13","Montgomery County","0000000000000000000003472","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003472' target='_blank'>0000000000000000000003472</a>","Montgomery County","$23,745,000","Active","08/31/2027","Non-Comp, Interagency","Goods","909-0  Construction","""ue-00000008375"""
"Department of Public Safety","2023-12-13","TEXAS WORKFORCE COMMISSION","0000000000000000000003552","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003552' target='_blank'>0000000000000000000003552</a>","TWC Youth Foster DL Program","$560,906","Completed","08/31/2025","Non-Comp, Interagency","Other","963-43 Other Services","""33203203204000"""
"Department of Public Safety","2023-12-13","JDM JANITORIAL INC","0000000000000000000003601","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003601' target='_blank'>0000000000000000000003601</a>","Abilene Janitorial","$276,182","Active","08/31/2028","Competitive","Goods","910-39 Non-Construction Maintenance","""18145026078001"""
"Department of Public Safety","2023-12-13","SAFRAN HELICOPTER ENGINES USA INC","0000000000000000000003603","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003603' target='_blank'>0000000000000000000003603</a>","Safran Engines","$1,250,000","Active","12/31/2028","Competitive","Other","905-11 Non-Construction Maintenance, 905-34 Other Services, 905-37 Other Services, 905-16 Non-Construction Maintenance, 905-12 Security/Safety Services, 905-41 Other Services, 905-28 Other Services, 905-60 Non-Construction Maintenance, 905-4  Other Services, 905-36 Other Services, 905-10 Other Services, 905-13 Non-Construction Maintenance, 905-19 Other Services, 905-80 Other Services, 905-18 Non-Construction Maintenance, 905-47 Other Services, 905-5  Other Services, 905-20 Security/Safety Services, 905-90 Non-Construction Maintenance, 905-0  Other Services, 905-3  Other Services, 905-26 Security/Safety Services, 905-67 Non-Construction Maintenance, 905-14 Non-Construction Maintenance, 905-66 Non-Construction Maintenance, 905-69 Non-Construction Maintenance, 905-72 Other Services, 905-32 Other Services, 905-35 Other Services, 905-71 Other Services, 905-59 Other Services, 905-50 Other Services, 905-53 Other Services, 905-31 Other Services, 905-17 Security/Safety Services, 905-15 Non-Construction Maintenance, 905-38 Non-Construction Maintenance, 905-70 Non-Construction Maintenance, 905-33 Other Services, 905-68 Security/Safety Services","""17517119693002"""
"Department of Public Safety","2023-12-13","FRANKLIN YOUNG INTERNATIONAL INC","0000000000000000000003608","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003608' target='_blank'>0000000000000000000003608</a>","EZ2 Connect-Lubbock","$68,553","Completed","08/31/2024","Competitive","Goods","495-56 Goods","""12637535951000"""
"Department of Public Safety","2023-12-14","G T DISTRIBUTORS INC","0000000000000000000003610","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003610' target='_blank'>0000000000000000000003610</a>","C24 FTU Recruit Ammo","$137,052","Completed","08/31/2024","Competitive","Goods","680-4  Goods","""17423395288004"""
"Department of Public Safety","2023-12-14","BRAZOS URETHANE INC","0000000000000000000003611","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003611' target='_blank'>0000000000000000000003611</a>","Rosslyn Roof 20240205000","$90,732","Completed","08/31/2024","Competitive","Goods","910-66 Construction","""17424660581000"""
"Department of Public Safety","2023-12-15","G T DISTRIBUTORS INC","0000000000000000000003605","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003605' target='_blank'>0000000000000000000003605</a>","A24 FlexRS Uniforms","$61,840","Completed","08/31/2024","Competitive","Goods","200-87 Goods","""17423395288004"""
"Department of Public Safety","2023-12-18","JOSHUA BENJAMIN AYALA","0000000000000000000003615","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003615' target='_blank'>0000000000000000000003615</a>","Rio Grande City Lawn Services FY 24","$77,840","Active","08/31/2027","Competitive","Goods","988-36 Non-Construction Maintenance","""19223113135000"""
"Department of Public Safety","2023-12-18","G T DISTRIBUTORS INC","0000000000000000000003616","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003616' target='_blank'>0000000000000000000003616</a>","A24 Daniel Defense Rifles","$221,592","Completed","08/31/2024","Non-Comp, Emergency","Goods","680-52 Goods","""17423395288000"""
"Department of Public Safety","2023-12-19","G T DISTRIBUTORS INC","0000000000000000000003609","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003609' target='_blank'>0000000000000000000003609</a>","B24 FlexRS Uniforms","$84,713","Completed","08/31/2024","Competitive","Goods","200-87 Goods","""17423395288000"""
"Department of Public Safety","2023-12-19","METRO AVIATION INC","0000000000000000000003617","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003617' target='_blank'>0000000000000000000003617</a>","Heavy Aviation Maintenance","$2,000,000","Active","12/31/2028","Competitive","Other","905-11 Non-Construction Maintenance, 905-16 Non-Construction Maintenance, 905-12 Security/Safety Services, 905-41 Other Services, 905-28 Other Services, 905-60 Non-Construction Maintenance, 905-4  Other Services, 905-36 Other Services, 905-10 Other Services, 905-13 Non-Construction Maintenance, 905-19 Other Services, 905-80 Other Services, 905-18 Non-Construction Maintenance, 905-47 Other Services, 905-5  Other Services, 905-20 Security/Safety Services, 905-34 Other Services, 905-37 Other Services, 905-90 Non-Construction Maintenance, 905-0  Other Services, 905-3  Other Services, 905-26 Security/Safety Services, 905-67 Non-Construction Maintenance, 905-14 Non-Construction Maintenance, 905-66 Non-Construction Maintenance, 905-69 Non-Construction Maintenance, 905-72 Other Services, 905-32 Other Services, 905-35 Other Services, 905-71 Other Services, 905-59 Other Services, 905-50 Other Services, 905-53 Other Services, 905-31 Other Services, 905-17 Security/Safety Services, 905-15 Non-Construction Maintenance, 905-38 Non-Construction Maintenance, 905-70 Non-Construction Maintenance, 905-33 Other Services, 905-68 Security/Safety Services","""17209310493000"""
"Department of Public Safety","2023-12-20","BODE CELLMARK FORENSICS INC","0000000000000000000003643","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003643' target='_blank'>0000000000000000000003643</a>","CLD CO Collectors","$300,800","Completed","08/31/2024","Non-Comp, Direct Award","Goods","193-89 Goods","""15417502935000"""
"Department of Public Safety","2023-12-21","PRIMUS ELECTRONICS CORPORATION","0000000000000000000003583","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003583' target='_blank'>0000000000000000000003583</a>","Radio Tower Replacement Parts","$975,000","Active","12/31/2028","Competitive","Goods","726-84 Goods","""13631328088000"""
"Department of Public Safety","2023-12-21","STOP STICK LTD","0000000000000000000003620","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003620' target='_blank'>0000000000000000000003620</a>","315403 - 12' Stop Stick Kit","$297,021","Completed","08/31/2024","Non-Comp, Interagency","Goods","257-38 Goods, 257-67 Goods, 257-55 Goods, 257-93 Goods, 257-23 Goods, 257-52 Goods, 257-78 Goods, 257-81 Goods, 257-0  Goods, 257-26 Goods, 257-35 Goods, 257-58 Goods, 257-64 Goods, 257-24 Goods, 257-27 Goods, 257-53 Goods, 257-79 Goods, 257-82 Goods, 257-28 Goods, 257-31 Goods, 257-54 Goods, 257-77 Goods, 257-46 Goods, 257-72 Goods, 257-95 Goods, 257-71 Goods, 257-20 Goods, 257-75 Goods, 257-34 Goods, 257-37 Goods, 257-40 Goods, 257-43 Goods, 257-63 Goods, 257-19 Goods, 257-80 Goods, 257-94 Goods, 257-51 Goods, 257-60 Goods, 257-44 Goods, 257-47 Goods, 257-73 Goods, 257-76 Goods, 257-18 Goods, 257-50 Goods, 257-56 Goods, 257-88 Goods, 257-29 Goods, 257-87 Goods","""13114514055000"""
"Department of Public Safety","2023-12-21","MOTOROLA SOLUTIONS INC","0000000000000000000003625","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003625' target='_blank'>0000000000000000000003625</a>","APX Next Radios - CID","$5,099,099","Completed","08/31/2024","Competitive","Goods","840-67 Goods","""13611158000000"""
"Department of Public Safety","2023-12-28","NWN CORPORATION","0000000000000000000003626","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003626' target='_blank'>0000000000000000000003626</a>","911 Inform License and Softwar","$138,996","Active","08/31/2026","Competitive","Information","920-45 Information Technology, 920-5  Information Technology, 208-80 Information Technology","""10435322358*00"""
"Department of Public Safety","2023-12-28","GONZALES INDEPENDENT SCHOOL DISTRICT","0000000000000000000003657","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003657' target='_blank'>0000000000000000000003657</a>","Establish ICC w/ Gonzales ISD","$412,560","Active","08/31/2034","Non-Comp, Interagency","Goods","971-39 Rental or Lease, 971-45 Rental or Lease, 971-36 Rental or Lease, 971-91 Rental or Lease, 971-57 Rental or Lease, 971-2  Rental or Lease, 971-12 Rental or Lease, 971-35 Rental or Lease, 971-70 Rental or Lease, 971-65 Rental or Lease, 971-82 Rental or Lease, 971-64 Rental or Lease, 971-55 Rental or Lease, 971-0  Rental or Lease, 971-26 Rental or Lease, 971-5  Rental or Lease, 971-34 Rental or Lease, 971-8  Rental or Lease, 971-40 Rental or Lease, 971-63 Rental or Lease, 971-4  Rental or Lease, 971-30 Rental or Lease, 971-68 Rental or Lease, 971-38 Rental or Lease","""17410060069000"""
"Department of Public Safety","2023-12-29","CASS COUNTY","0000000000000000000003577","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003577' target='_blank'>0000000000000000000003577</a>","Cass County Lease","$225,000","Active","12/28/2033","Non-Comp, Direct Award","Goods","971-45 Rental or Lease","""17560008504000"""
"Department of Public Safety","2023-12-29","SIG SAUER INC","0000000000000000000003627","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000003627' target='_blank'>0000000000000000000003627</a>","A24 SigSauer P365 DisasterDeclaration","$66,992","Completed","08/31/2024","Non-Comp, Emergency","Goods","680-52 Goods","""16212159913001"""
"Department of Public Safety","2024-01-01","TARRANT COUNTY","0000000000000000000002772","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000002772' target='_blank'>0000000000000000000002772</a>","Tarranty County Firearm Analysis","$250,000","Active","12/31/2028","Competitive","Goods","992-22 Security/Safety Services","""17560011706003"""
"Department of Public Safety","2024-01-01","CBM ARCHIVES CO LLC","0000000000000000000002937","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=0000000000000000000002937' target='_blank'>0000000000000000000002937</a>","FY24 Data Broker M&S","$3,410,024","Active","12/31/2028","Competitive","Information","920-45 Information Technology, 920-40 Information Technology","""12634647155000"""
